ndvi,lulc,temperature,population,carbon_factor,carbon
0.32441473,40,33.018947368421095,0.6594542048894972,10,3.416223155631535
0.3717246,10,32.28692307692313,0.5143495283641107,120,116.29306787611183
0.3266533,30,32.28692307692313,0.4794275208027135,15,10.115538380363434
0.4419463,10,32.134615384615415,0.4436067788434592,120,118.90573971258915
0.4037029,30,31.79849999999999,0.35747108505938363,15,13.525231638043811
0.33269143,30,32.204000000000065,0.35258660947800957,15,11.01380999820311
0.31582066,30,32.52128205128207,0.37270221165206985,15,10.08982678090625
0.36325517,40,32.49888888888893,1.6861509851669751,10,0.0
0.27938932,30,32.730540540540574,1.0560209537091771,15,5.371033988532407
0.36952612,10,32.85918918918924,1.0007978058725528,120,113.2226051151251
0.2411303,40,33.45972972972976,1.2093334617911198,10,0.0
0.29354614,40,33.66166666666669,0.9047388312782944,10,0.6210230681350266
0.2908297,40,32.62189189189195,1.2558687536893778,10,0.0
0.27346686,40,32.825135135135156,1.0168291348989342,10,0.2947245721324663
0.2662093,40,33.344054054054084,1.077153059442194,10,0.0
0.39599416,40,32.55315789473684,1.28274839144004,10,2.9129249594704323
0.25787762,40,33.642432432432486,1.04713586367886,10,0.0
0.42912027,30,31.253243243243276,0.96611573283143,15,11.789785992562008
0.22467579,30,32.85594594594596,0.7805277600285498,15,4.9816889277845116
0.29207918,40,33.36405405405412,1.2501018812193778,10,0.0
0.33880645,40,32.45368421052632,1.2479241897931488,10,1.4708880414284309
0.36594102,50,32.07315789473688,2.8927334434419625,2,0.0
0.34708762,40,32.095405405405415,3.243344740922647,10,0.0
0.36087897,40,32.17162162162168,1.551422765826378,10,0.8976340781826115
0.34624508,40,32.8471428571429,1.212301698659282,10,1.4787008058732258
0.33422372,40,33.2116666666667,1.0974819831492235,10,1.3276350554116432
0.39238033,40,33.2116666666667,1.1057270780289237,10,3.0311078211010525
